author_id,text,in_response_to_tweet_id
VerizonSupport,"@115721 Please follow and DM us so that we can look into this order. 
^HSB",42
115721,@VerizonSupport What else can I provide? They refuse to help me because they cannot validate the account...,40
VerizonSupport,"@115721 We would not be able to verify anything without authenticating your account.
^JAY",41
115721,"@VerizonSupport How? I have my phone number and email, that's it. How did I get equipment and service? I'm literally trying to pay and nobody can find me?",43
VerizonSupport,"@115721 We can use the order number to locate the account but will need to do so in our secure one on one chat. Please follow and DM us. 
^HSB",44
115721,@115722 MD. And this was sent to the wrong address https://t.co/dMQ1WZXJOk,46
115722,"@115721 Hello Duke, Do you have a copy of your bill? What state are your services located in?
^NHP",47
115721,@115722 Nobody can find my account or number. I walked out of a store with this. I've explained that they can find my acct via my devices serial #..,48
115722,"@115721 Are you referring to wireless or residential service?
^JAY",49
115721,"@115722 tried to pay a bill for 60 days. No service, rude CS, and several transfers. Look up my equipment # and give me an acct #!",
VerizonSupport,"@115723 Is the light on top red?
^JAY",51
115723,"@VerizonSupport Don’t know, router is downstairs. But it’s just the WiFi Nothing connected to Ethernet",52
VerizonSupport,"@115723 Did the lights change on the router when this happened?
^JAY",53
115723,@VerizonSupport Just randomly boots me offline there it goes again,54
VerizonSupport,"@115723 Do you have our Fios service?  When services go out, does the internet light on the router change color? ^BCW",55
115723,@VerizonSupport Yep,56
VerizonSupport,"@115723 Are all your services cutting out?
^ACM",57
115723,@VerizonSupport Cuts out every 20 minutes this is ridiculous,58
VerizonSupport,@115723 What did we do to make you feel this way and how can we fix things between us? ^KMG,59
115723,@115722 is the worst ISP I’ve ever had,
VerizonSupport,"@115724 In what area are you located? All of your services are down at this time?
^HSB",61
115724,".@VerizonSupport @115725 @115726                                                 &gt;All of VERIZON IS DOWN&lt;
When can we expect a fix ?",
VerizonSupport,"@115727 Which app are you referring too? 
^ACM",63
115727,@115725 fix your app it won't even open,
ChipotleTweets,@115728 I still think you look great! -Becky,66
115728,@ChipotleTweets @ChipotleTweets Becky is very nice,64
115728,"@ChipotleTweets @28 
I don't fit in my Veggie Burrito costume #Halloween https://t.co/7tJDVpzLWn",
ChipotleTweets,@115729 I'm so sorry about that. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky,69
115729,@ChipotleTweets messed up today and didn’t give me my $3 burrito although I was dressed up 😭,
ChipotleTweets,@115730 Hopefully we'll get there at some point! -Becky,71
115730,hey @ChipotleTweets wanna come to Mammoth. I'll at least eat there once a week i promise,
ChipotleTweets,@115731 Guac on! I'm happy it was such a great experience. -Becky,74
115731,"@ChipotleTweets I had excellent service tonight too! Plenty of people on the line, went very fast, everyone was kind!",75
ChipotleTweets,@115731 It's because you're smart. -Tara,76
115731,When you're the only one in costume #boorito @ChipotleTweets,
ChipotleTweets,@115732 That's incredibly concerning. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,78
115732,@ChipotleTweets no Diet Coke and a literal bone this Boorito was extra spooky! https://t.co/C4oCCtdUct,
ChipotleTweets,@115733 Nope! Still just the $3. -Becky,80
115733,"@ChipotleTweets If you get queso or quac on you're bowl, its extra?",81
ChipotleTweets,Just stop by in costume 10/31 3pm-close. Official rules: https://t.co/1HmW7QxwEh https://t.co/Wn0xErxC2z,
ChipotleTweets,"@115734 I mean, Boorito is basically the adult version of Halloween... -Becky",153
115734,"Happy Halloween! Since I'm too old to trick or treat I now look forward to $3 booritos at @ChipotleTweets 👻 I got mine earlier, did you?",
ChipotleTweets,@115735 I'm so glad we could help. Who did you work with? I'd like to share the praise. -Becky,155
115735,@ChipotleTweets Thank you @ChipotleTweets for resolving my issue so quickly!! Y’all are the best ☺️ #fanforlife,156
115735,So frustrated with @ChipotleTweets 😡 Ordered dinner on Saturday using their app. Order was wrong AND they charged my credit card twice,
ChipotleTweets,@115736 All of our U.S. locations are participating! -Becky,159
115736,"Btw @ChipotleTweets giving out $3 burritos if you dress up for Halloween 🎃 Call your Chipotle to make sure, they’re doing it @ select ones",
ChipotleTweets,@115737 My apologies for that. Just sent you a DM to help. -Becky,161
115737,"@ChipotleTweets Tried, didn't work. How rude :/",162
ChipotleTweets,@115737 Give it a try. -Tara,163
115737,@ChipotleTweets can I dress up as myself and still qualify for a BOORITO?,
ChipotleTweets,"@115738 That's the best kind of trick-or-treating. All treats, my friend. -Becky",165
115738,"Every year, my trick-or-treating routine is walking to Chipotle, spending 3 dollars and walking back home. @ChipotleTweets",
ChipotleTweets,@115739 That's incredibly concerning. Please provide more details so we can investigate: https://t.co/Ax7W1Dx3Y9 -Becky,167
115739,@ChipotleTweets this is nasty. A used napkin in someone's food https://t.co/EkWiD9vhnr,
ChipotleTweets,@115740 Bummer. I'm so sorry. How far away is the closest location? -Becky,169
115740,$3 burritos and I’m nowhere near a @ChipotleTweets 🤦🏾‍♂️,
ChipotleTweets,@115741 Noted 😊 -Becky,171
115741,@ChipotleTweets Also I got the onesie at target. So cozy,172
115741,@ChipotleTweets Thanks Becky! Just feeling sorry for myself because my fiancé is driving from D.C. To Mississippi tonight,174
ChipotleTweets,"@115741 You won't be alone – we'll be there with you. Also, I want that llama onesie. -Becky",175
115741,Considering walking to @ChipotleTweets in my llama onesie alone happy Halloween 😭,
ChipotleTweets,@115742 I love it! Thanks so much for stopping by. -Becky,177
115742,@ChipotleTweets name a better halloween duo #speedwaybrick #UTtranscript https://t.co/5ShDRMlC1T,
AskPlayStation,@115743 There is no info to share at the moment. Feel free to keep an eye on the PS Blog for news and updates: https://t.co/aLtfBAztyC,180
115744,@AskPlayStation @115743 Can I get help already??,178
115743,"@AskPlayStation So, what's the november ps plus free game?",
AskPlayStation,"@115745  Glad to know that is downloading, please feel free to contact us if you have further concerns.",183
115745,@AskPlayStation It was when I would go to download it. I just waited a few hours till after I bought it and it downloaded now.,184
AskPlayStation,@115745 Sorry for the inconvenience. Do you see the data corrupted message when you try to open the game or download it?,185
115745,@AskPlayStation I bought Lego Star Wars in the PlayStation store but it won't let me download it because the data is corrupted..,
AskPlayStation,@115746  Glad to help.  Please share the details of this issue in our Community forum for further investigation: https://t.co/F3J4l2vJHb,188
115746,@AskPlayStation can i block a community from sending me invites to something i dont want to join,
marksandspencer,"@115747 Glad you had fun, Sarah! We heard Count Collin can really suck the life out of the party  . . . :P",191
115747,We had to have a Count Colin 💛 @marksandspencer xx... https://t.co/HVWkevFsKB,
marksandspencer,"@115748 We've let our team know we can do better, Joel. Thanks for sharing :)",193
115748,"‘Ere @marksandspencer, never mind avocado 🥑 - How’s about ‘ave a word?
Is it really necessary? 

The pair of ‘em were suffocating. https://t.co/ff2bmOVido",
marksandspencer,"@115749 We're only obligated to provide bags for un-packaged meat. As ours is prepackaged, a charge will be applied",198
115749,@marksandspencer Raw meat!!!! It’s does not say unwrapped raw meat!!! Sainsbury’s don’t charge nor do Waitrose so y do you?!,194
marksandspencer,"@115749 As our packaging is sufficient, any extra wrappings or bags does require an extra 5p charge as per legislation. Thanks",195
115749,@marksandspencer I check with the Gov office and legal. They stated you are not right. But it’s funny how the other stores don’t but you do. No wonder Lidl and the rest are beating you.,199
115749,"@marksandspencer ou must charge at least 5p a bag (including VAT) for carrier bags that are all of the following:

unused - it’s new and hasn’t already been used for sold goods to be taken away or delivered
plastic and 70 microns thick or less
it has handles, an opening and isn’t sealed",194
115749,"@marksandspencer aren’t require charge 4 a bag:
paper bags
shops in airports, or on board trains, aeroplanes or ships
bags which only contain certain items, such as unwrapped food, raw meat and fish where there is a food safety risk, prescription medicines, uncovered blades, seeds, bulbs &amp; 🌷s",194
115749,@marksandspencer y do they charge you for a meat bag at colliers woods branch. If you buy meat you r required to supply customers a free bag. Poor service.,
marksandspencer,@115750 Love the aesthetic of your Colin the 'Creeperpillar' and someday.... 🐛🦋👻 https://t.co/LFubix5E4y,202
115750,Excellent Halloweening @marksandspencer 👌🏼 #countcolin #halloween #food https://t.co/lq1cSooHdj,
MicrosoftHelps,"@115751 Hello, Josh! To get better assistance and support, we suggest that you post a tweet or DM our friends from @XboxSupport.",205
115751,"@MicrosoftHelps @XboxSupport Brilliant, thank you!",203
115751,"@MicrosoftHelps hi, having trouble making purchases on Xbox one store for fifa points, can you help?",
MicrosoftHelps,@115752 Help is here. To assist you in recovering your account we recommend that you contact our Answer desk team: https://t.co/7zSM1QXPMD.,208
115752,@MicrosoftHelps I need assistance recovering 2 hotmail accounts. I have  filled the recovery forms but am told am not providing enough info,
ATVIAssist,@115753 It appears this has been removed. Thanks for letting me know :) ^MB,210
115753,@ATVIAssist @115754 umm someone is streaming WWII with 500+ viewers https://t.co/AhBT7AZZSz,
ATVIAssist,"@115755  No problem, let us know if you come across any other issues or questions in the future. We are happy to help. ^RK",213
115756,@ATVIAssist @115755 I'm trying to buy the digital deluxe edition on the ps store but I keep receiving an error message,211
ATVIAssist,@115756  Hello there. Sorry for the late response. I am just checking if you still in need assistance. Please let me know. ^RN,212
115755,@ATVIAssist Thanks,215
ATVIAssist,@115755 Yes you can pre order the game on the console store. For more information please contact your console store. ^RK,216
115755,@ATVIAssist can you still pre oder ww2 on the playstation store,
ATVIAssist,"@115757 Good afternoon William, unfortunately this app is no longer supported. Sincerest apologies. ^JP",218
115757,@115758 @ATVIAssist Are yous going to update COD Zombies on IOS for IOS 11.,
ATVIAssist,"@115759 Good afternoon Jayden, sadly we don't have information on that. Sincerest apologies. ^JP",220
115759,@115758 Why was there a half gig update for world at war?,
ATVIAssist,@115760 This is awesome! Thank you so much for the support! Love the costumes! ^TV,222
115760,@108162 @115761 @ATVIAssist tried that there was people so i came back,223
ATVIAssist,@115762 Hey there! You can check out this link for more information in regards to this - https://t.co/OZIlONCLtF ^KO,226
115762,"@ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?",224
ATVIAssist,@115762 Did gamestop give you a code with your pre order down payment that you needed to redeem? ^KO,225
115762,"@ATVIAssist Yes, the beta code",227
ATVIAssist,"@115762 Have you redeemed that on your https://t.co/4YBn633EOk account? Even tho it says beta code, your pre order bonus are linked. ^KO",228
115762,"@ATVIAssist Yes I have, so my code is on their?",229
115762,@ATVIAssist I pre ordered my game at game stop,231
ATVIAssist,"@115762 Hello there, I apologize for the delay. Can you clarify where you pre-ordered the game? Please be sure you keep us updated. ^RN",232
115762,@ATVIAssist For double xp^,234
115762,@ATVIAssist i pre ordered wwii but how do i get the code?,
ATVIAssist,@115763 Can you please give me your gamertag / platform you're playing on so I can pull up your account information. ^CB,237
115763,@ATVIAssist Seth_tubbs and I am on PS4,235
115763,@ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!,
ATVIAssist,"@115764

Unfortunately we don't have any information on this. Please stay tuned for more updates. ^JW",239
115764,"@115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any point? Or not at all?",
AdobeCare,@115767 Sorry that this isn't more simple... let us know if the steps in the video work out or if you need further help ^Madison,242
115767,"@AdobeCare Didn't work. Tried it on another computer, fresh install, same thing...",240
AdobeCare,@115767 Would you please DM the Adobe Product &amp; your purchase details that you have so that we can ask our experts to follow up. ^Raj https://t.co/iuwZCjz4Or,241
115767,@AdobeCare sure thing,243
115767,@AdobeCare the ctrl+alt+shift on load method didn't work. (2/2),245
AdobeCare,"@115767 Hi Jason, could you please try resetting the preferences of Photoshop &amp; let us know if it helps with the issue https://t.co/j3Dj2HDknM   ^SC",247
115767,@AdobeCare Pretty much explained my issue in the quoted tweet... dragging an image onto a canvas no longer center snaps it...,249
AdobeCare,"@115767 Hi Jason, please let us know if there is anything we can do to help. Thanks! ^AJ https://t.co/iuwZCjz4Or",250
115767,Any help here @AdobeCare? https://t.co/x50e57UG4E,
AdobeCare,"@115768 Hi Jeffrey, were you able to update to Lightroom Classic CC?   ^Tanuj",253
115768,@AdobeCare nope still down.,251
AdobeCare,@115768 Have you tried signing out/back in or reinstalling the CC desktop app? https://t.co/Ne2f7tDTM0 Let us know! ^Madison,252
115768,@AdobeCare yes ive done that multiple times. its happened on previous versions as well.,254
AdobeCare,@115768 Thanks for confirming. We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Madison,255
115768,@AdobeCare ok,256
115768,@AdobeCare so..when are they available?,256
AdobeCare,@115768 Sorry for this. Let me request the expert to look into this ASAP as he is in office. ^Raj,258
115768,@AdobeCare ok. its been very frustrating. i have multiple jobs that i need finished and your application isnt helping.,259
AdobeCare,"@115768 Hi Jeffrey, we wanted to check if you had managed to install Lightroom Classic CC. Please let us know if you need further assistance. ^NR https://t.co/iuwZCjz4Or",260
115768,@AdobeCare no its still broken. i deleted it and will probably be getting rid of my membership and return when its working properly. thanks,261
AdobeCare,@115768 Jeffrey did you use the process listed in https://t.co/ccvXXUvXuT to delete Lightroom Classic CC? ^Jeff,262
115768,@AdobeCare ill just wait for the next big update. ive wasted my time and patience with adobe products,263
AdobeCare,@115768 Jeffrey I am sorry to hear that. If you face future errors please review the installation logs. https://t.co/okPwBIqSxR ^Jeff,265
115768,@AdobeCare yea ive done everything you guys told me to do. i know its not my mac either as i have the retina imac which is fairly new.,263
AdobeCare,"@115768 Hi there, I am looping our expert team to help answer your question. Thanks! ^MC",262
115768,@AdobeCare you guys have been saying that for weeks now. your product went from being great to now unable to work and terrible. very disappointed.,264
115768,@115769 whats going on with your app. its totally stuck here for 1 hour and prior to updating froze and didnt work since updating. https://t.co/UpoCzPNqFb,
AmazonHelp,@115770 こんにちは、アマゾン公式です。Fire TV Stickが見れないというのは、どのような状況でしょうか。一般的なトラブルシューティングを記載したヘルプがございますので、ご参照ください。https://t.co/2pbG55qJ7h ET,272
115770,"@AmazonHelp ありがとうございます。
今、電話で主人が対応していただいてます。",269
115770,"@AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。",269
AmazonHelp,@115770 カスタマーサービスにてお問い合わせ済みとのことで、お手数をおかけいたしました。リプライいただきありがとうございました。ET,271
115770,@AmazonHelp こちらこそありがとうございました。,273
AmazonHelp,@115770 恐れ入ります。至らない点も多々あるかとは存じますが、今後ともどうぞよろしくお願いします。ET,274
115770,amazonのfireTVstickが見れない😢,
XboxSupport,"@115771 Hi, you can change your Microsoft account email through the steps here: https://t.co/DkEhOHbOYy . If the email your son wants to change to is already associated with a Microsoft account, you'll need to follow those steps to switch the email address on that account too. ^ZM",277
115771,"@XboxSupport can I change me sons Xbox live account to his Hotmail account, currently linked to my Hotmail account",
AdobeCare,"@115772 Hi there, Lightroom 7.0.1 update was launched recently, please update the app to the latest version.  ^TS",279
115772,@115769 Did u release an update today for Lightroom Classic CC?,
AdobeCare,"@115773 Hi there, please DM us you Adobe id so that we may have a quick look at your account details.   ^Tanuj https://t.co/iuwZCjz4Or",281
115773,"Please tell me why my @115769 has expired, but I’m still being charged????",
AdobeCare,"@115774 Hi there, you may suggest it as a feature request at: https://t.co/SE1u3g161W .  ^Tanuj",283
115774,@115769 are there any plans to add a fast crop mode for the iPad version of LR? It takes too many taps and slows down workflow.,
AdobeCare,"@115775 Thanks for sharing the file, we'll get back to you with updates as we investigate. ^Wren",285
115775,"@AdobeCare @115776 It’s intermittent for me. This file fails reliably: https://t.co/6m5a1RQEV9

The “Create subfolder” option just makes an empty “svg” folder",287
AdobeCare,"@115776 Unfortunately, we are not able to reproduce it at our end. I'll still be checking with the development team to find out more on this. ^OM https://t.co/3giRhN4vNJ",288
115776,"@AdobeCare Seems pretty widespread: https://t.co/ImomzTHO5j

Don't mean to be a jerk, but it's frustrating when an update breaks core functionality.",289
AdobeCare,"@115776 Hi Keelin,
Sorry for the inconvenience. I am able to export SVG in AI CC 2018. Would you mind sharing your workflow, sample file/screenshot? https://t.co/iuwZCjz4Or",290
115776,So apparently the new version of @115777 @115778 has this cool feature where you can't export SVGs. Sick update guys.,
AdobeCare,"@115779 Hi Duncan, please update Lightroom to 6.13 from the following link: https://t.co/9vaI2tzHd6 .  ^Tanuj",292
115779,@115769 I'm worried as if I update my LR6 standalone programme I could lose it due to the new online version....is this true and if so is this fair!,293
115769,"Whoa! Come along with Lightroom’s own Ben Warde to get the lowdown: https://t.co/f1FGfdJaNk
https://t.co/6fsIV6WLRV",
AdobeCare,"@115780 Hi Lauren, can you try changing your forum screen name at https://t.co/gF69gbjWAQ? That should do the trick! ^Madison",295
115780,@115777 your online forum is always broken even when I clear my cookies. https://t.co/dDwRPWnm3t,
AdobeCare,"@115781 Hi Jake, any screenshots you can share? What are you export settings? Is this happening on all files with links? ^Wren",298
115781,"@AdobeCare Here is an example of an export before and after. Export settings are unchanged from default. No, only some files. https://t.co/YbCX6dmddc",296
AdobeCare,"@115781 Hi Jack, is there any way you could send me a file to try exporting on my end to try and replicate? ^Wren https://t.co/iuwZCjz4Or",297
AdobeCare,"@115781 Hi Jack, we're looping the expert back into this conversation. Thanks! ^AJ",297
115781,@AdobeCare Solved this via phone support,300
115781,"@AdobeCare InDesign 13.0 is exporting all PDFs with blurry links, but links are not missing in INDD file. JPG export is not blurry. Help!",
AirbnbHelp,@115782 Thank you for that. We have responded to your DM with more information.,304
115782,@AirbnbHelp I've just sent you a message with details. Thanks for your help,305
AirbnbHelp,"@115782 Hi there, we would like to help. Please DM us your account's email and reservation code so we can further assist. Thank you.",306
115782,"Quand ton @115783 ne ressemble pas à celui que tu as réservé, &amp; qu'en + d'être sale et en sous-sol, tu te retrouves à 10 dans 1 #logement ! https://t.co/BcEIHe38tq",
AirbnbHelp,@115784 We are sorry to hear this. Please DM your email address and reservation code so we can look into this for you. Thank you.,308
115784,@115783 Misrepresentation by host. Asked them to cancel my reservation and refund me over AUD1700 - strict policy. No response. Please help.,
XboxSupport,@115785 Hi there! We'd recommend reaching out to the chat team here: https://t.co/UrUi80i54l ^JA,311
115785,@XboxSupport They have no info either..,309
XboxSupport,@115785 We'd recommend keeping an eye out on your email that is associated with your account for further info.  ^JA,310
115785,@XboxSupport Lol so there's no one @115786 who can say when they're going to be shipped...? That's kinda weird,312
115785,@XboxSupport @115786 When someone @115786 or @15913 @115787 @115788 knows when the xbox one x ships let us know.  Lol shouldn't b a mystery..,313
XboxSupport,"@115785 @115786 Did you pre-order this console via the Microsoft store? If so, then let's have you reach out here: https://t.co/jY7fDjTzLd ^JA",313
115785,"@XboxSupport @115786 Kinda need to make sure I have 680$ cdn in my bank, so would be nice to know.. I dun just have cash laying around ya know #RealLifeStruggles",315
115785,@XboxSupport @115786 Already did they had me call and no one can answer the question.  I'm not trying to be a jerk but it's nuts no one has a answer..,315
115785,@XboxSupport @115786 @115787 @15913 Would like to know so I can make sure I have enough money for it...,318
115785,@XboxSupport @115786 @115787 @15913 can anyone let me know when our pre orders are going to be shipped for xbox one x??,
XboxSupport,@115789 Hello! Would you mind following us and sending a DM with your gamertag and the code you redeemed?  ^RR,320
115789,@115790 @XboxSupport redeemed a code for fifa points this afternoon and still haven't got it. Why is this?,
XboxSupport,@115791 Can you show us what is appearing on your screen? ^RM,323
115791,@XboxSupport This is what's on my screen? Not sure if it's Xbox side or my5 side that's broken? Last time it was my5 as had to call head office about it! https://t.co/jnMIVOlNbS,321
115791,"@1520 @XboxSupport  the 5 app on Xboxes not working error code 200, done a power cycle and still the same? Please fix app",
AmazonHelp,@115792 ご不便をおかけしております。アプリをご利用でしょうか。強制停止&gt;端末の再起動にて改善する場合がございますので、お試しください。改善しない場合は、状況を確認しご案内させていただきますのでこちらからカスタマーサービスまでご連絡ください。https://t.co/NtNAX2Qh2u ET,325
115792,amazonプライムビデオ、再生エラーが多いです,
nationalrailenq,"@115793 @115794 Hi. Emergency services are dealing with an incident, info here: https://t.co/XSpQ4dhtvk",327
115793,"@115794 @115795 my colleagues @nationalrailenq for more info on how this is affecting services, thanks. 2/2 ^JP",328
115794,@115795 @115796 Ah maybe @115793 could help on this one,329
115795,"@115794 @115796 Nothing, partner was on a train to Preston had to get a Taxi rest of way as was told no trains into Preston for a few hours",330
115794,@115795 @115796 What have you seen?,331
115795,Something going on at Preston train station ? @115796,
AirAsiaSupport,"@115797 Hi Loreen,kindly DM us your booking number and attach guest passport copy, we'll fix it for you, see you there!- Anwar",334
115797,@AirAsiaSupport Hi! I have DM u my booking # and passport picture thanks so much for quick action,332
AirAsiaSupport,"@115797 Hi Loreen,correction done! :) See you on board! Cheers!- Anwar",333
115797,@AirAsiaSupport thank you very much..,335
115797,@AirAsiaSupport Hi! i would like to know on my itenerary on how the birthday can be seen. i would like to double check if i can key in our birthdays right 🙂,335
AirAsiaSupport,"@115797 Hi Loreen, you may check the passenger's date of birth via AirAsia member account under manage booking. Thanks-Sha",337
115797,@AirAsiaSupport but i cant see it. i only see itenerary.. no birthday,338
AirAsiaSupport,@115797 As you may check it under manage my booking online or during web check in. Date of birth will be shown accordingly.- Ed,339
115797,@AirAsiaSupport Hi Airasia. i want to rebook my return flight. but when i try rebooking my inbond also is rebooking. please help me. thanks,340
AirAsiaSupport,@115797 Hi Loreen :) Kindly DM us the booking number that you wish to do change flight for us to assist you further-Thanks-Anwar,341
115797,@AirAsiaSupport hi!  I have booked my ticket and when i see my itenary has been redundant i call ur customer service to assist but out of line.,343
AirAsiaSupport,@115797 Sorry as we checked booking has already expired due to no payment made. Kindly please proceed with new booking - Ed,347
115797,@AirAsiaSupport lost my booking # chua loreen lee flight z2 129.128 12/22-01/8 taipei-manila. __email__,348
115798,"Lost your booking number? No worries, just drop me the passenger's name, flight details and email. I'll trace it and email u in no time :)",
AirAsiaSupport,"@115799 Hi Emma, Could you please follow us so we can DM you again with the email reply sent to you  =) Yana",364
115799,"@AirAsiaSupport Hi Yana, followed!",362
AirAsiaSupport,"@115799 Hi Emma, We have replied to you via DM. please check again, Thank you- Mariya",363
115799,@AirAsiaSupport Hi Yana I don’t have any DMs from you. Did you mean email?,366
AirAsiaSupport,@115799 We have replied to you via DM. Check it out =) Yana,367
115799,@AirAsiaSupport CAS-19708536-CB92N2 CRM:0326600 Please check on this I haven't heard from my case officer in weeks and provided all docs.,
AirAsiaSupport,@115800  notified if there should be any changes-Yana,369
115800,@115801 @115802 @AirAsiaSupport You'll be even happier to know that the restrictions around the volcano area have been lifted. Enjoy staying at home pal! 😂😂😂😂 #unlucky,371
115801,@115802 @AirAsiaSupport Why are you not refunding my trip to Bali for Volcano eruption!!! Urgently refund!!,
AirAsiaSupport,@115800 We are terribly sorry but we could not offer any options since all the flight are operating as per normal.Passengers will be,369
AirAsiaSupport,"@115797 Hi Looreen :) Kindly DM us the booking number and attach guest passport copy, we'll fix it for you, see you there! -Anwar",344
115797,@AirAsiaSupport my surname has been redundant where do i go to correct it?,343
AirAsiaSupport,@115797 H,344
Morrisons,@115803 Please don't tell me Carol!! I can't wait to go home &amp; find out!! - Chloe,378
115803,@Morrisons My lips are sealed 😋,376
Morrisons,@115803 Somebody else has told me!! I'm gutted :( - Chloe,377
115803,"@Morrisons Aahhrrgh! Keep mum, I’m still watching 😄",379
Morrisons,"@115803 Don't you worry Carol, my lips are shut!! - Chloe",380
115803,"@Morrisons Aww, Sophie deserved winner 👏😄",381
115803,Fresh cream palmier @Morrisons bakery Bellshill gets my vote for #star baker 👨‍🍳😘😋💗just catching up on #gbbo17 don’t know who won yet 😄,
Morrisons,"@115804 Hi there, sorry about that. Please DM me when you visited the store and I'll look into this. Thanks - Kirsty",385
115804,"@Morrisons That's pointless as it's every day, all the time. No matter when I go in. I speak 2the management who r as fed up as I am. They've no staff.",383
Morrisons,@115804 So sorry! Could you send me what store this is in so we can get this to the right people? - Janay,384
Morrisons,"@115804 I can see you've sent the store, leave it with us and we'll get this sorted :) - Janay",386
115804,@Morrisons so fed up of this very familiar sight at Houghton Regis. Get more staff &amp; stock the place properly. This is just a small example https://t.co/CummsXx7jc,
Morrisons,"@115805  store you bought it from, along with your address and More Card number and I'll get this sorted for you. Thanks - Kirsty",389
115805,"@Morrisons 3 for £6, unless one is reduced (hidden label on the side!) then it’s 3 for £6.14. Don’t care about the 14p but feel ripped off! https://t.co/jG0fTncMDr",
Morrisons,"@115805 Hi Emma, sorry about that. If a product is reduced then the previous offer isn't applied. Please DM me the barcode and the",389
NikeSupport,"@115806 You're welcome, William. Give us a shout if you need assistance with anything else. Good luck with the NRC app.",393
115806,@NikeSupport Thank you nike,394
NikeSupport,@115806 While the Coach plans can be weeks in time. It's up to you to decide what fits you best. (2/2),395
115806,"@NikeSupport I'm new to nike+ run club app,  should i start with guided runs or my couch?",
NikeSupport,@115806 We got this. Both are beneficial to starting the NRC app. The Audio Guided runs are one time runs. (1/2),395
AskAmex,@115807 What exactly is the issue you are having?,399
115807,@AskAmex I’ve asked your sales rep about the payments and she wasn’t ready to listen to any issues that I had.,397
AskAmex,"@115807 Apologies for all of the issues. If you have time to chat securely with me, I would be happy to review. ^Rachel",398
115807,@AskAmex Sure. Please drop me a message now.,400
AskAmex,@115807 Great. Please go to https://t.co/crJMnNwi0H log in and select code 10307  and we will continue our conversation there. ^RK,401
115807,@AskAmex Amex Platinum and Amex everyday card.,403
